#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Bolin says : " Varrick , how come your electro - thingy shut down the small mecha suits but not the big one ? " 
1-1	0-5	Bolin	*	PER	*->1-1	*[1]
12-13	735-740	break	_	_	_	_
12-14	741-744	the	_	_	_	_
12-15	745-749	skin	_	_	_	_
12-16	750-753	and	_	_	_	_
12-17	754-760	attack	_	_	_	_
12-18	761-764	its	_	_	*->12-2	*[12]
12-19	765-770	vital	_	_	_	_
12-20	771-777	organs	_	_	_	_
12-21	778-779	,	_	_	_	_
12-22	780-790	disconnect	_	_	_	_
12-23	791-794	the	_	_	_	_
12-24	795-800	heart	_	_	_	_
12-25	801-804	and	_	_	_	_
12-26	805-808	the	_	_	_	_
12-27	809-814	brain	_	_	_	_
12-28	815-818	and	_	_	_	_
12-29	819-823	this	_	_	_	_
12-30	824-829	beast	_	_	_	_
12-31	830-833	can	_	_	_	_
12-32	834-837	not	_	_	_	_
12-33	838-842	live	_	_	_	_
12-34	843-844	.	_	_	_	_

#Text=" Korra says : " But how are we supposed to get inside ? 
13-1	845-846	"	_	_	_	_
13-2	847-852	Korra	*	PER	*->11-2	*[11]
13-3	853-857	says	_	_	_	_
13-4	858-859	:	_	_	_	_
13-5	860-861	"	_	_	_	_
13-6	862-865	But	_	_	_	_
13-7	866-869	how	_	_	_	_
13-8	870-873	are	_	_	_	_
13-9	874-876	we	_	_	*->13-1	*[13]
13-10	877-885	supposed	_	_	_	_
13-11	886-888	to	_	_	_	_
13-12	889-892	get	_	_	_	_
13-13	893-899	inside	_	_	_	_
13-14	900-901	?	_	_	_	_

#Text=" Hiroshi says : " Future Industries has plasma saws for cutting platinum . 
14-1	902-903	"	_	_	_	_
14-2	904-911	Hiroshi	*	PER	*->6-10	*[6]
14-3	912-916	says	_	_	_	_
14-4	917-918	:	_	_	_	_
14-5	919-920	"	_	_	_	_
14-6	921-927	Future	_	_	_	_
14-7	928-938	Industries	_	_	_	_
14-8	939-942	has	_	_	_	_
14-9	943-949	plasma	_	_	*->14-1	*[14]
14-10	950-954	saws	_	_	*->14-1	*[14]
14-11	955-958	for	_	_	*->14-1	*[14]
14-12	959-966	cutting	_	_	*->14-1	*[14]
14-13	967-975	platinum	_	_	*->14-1	*[14]
14-14	976-977	.	_	_	_	_

#Text=If we had one on the mecha suit ... " Asami says : " But the saws are way too big . 
15-1	978-980	If	_	_	_	_
15-2	981-983	we	_	_	*->13-2	*[13]
15-3	984-987	had	_	_	_	_
15-4	988-991	one	_	_	_	_
15-5	992-994	on	_	_	_	_
15-6	995-998	the	_	_	*->15-1	*[15]
15-7	999-1004	mecha	_	_	*->15-1	*[15]
15-8	1005-1009	suit	_	_	*->15-1	*[15]
15-9	1010-1013	...	_	_	_	_
15-10	1014-1015	"	_	_	_	_
15-11	1016-1021	Asami	*	PER	*->7-4	*[7]
15-12	1022-1026	says	_	_	_	_
15-13	1027-1028	:	_	_	_	_
15-14	1029-1030	"	_	_	_	_
15-15	1031-1034	But	_	_	_	_
15-16	1035-1038	the	_	_	*->14-2	*[14]
15-17	1039-1043	saws	_	_	*->14-2	*[14]
15-18	1044-1047	are	_	_	_	_
15-19	1048-1051	way	_	_	_	_
15-20	1052-1055	too	_	_	_	_
15-21	1056-1059	big	_	_	_	_
15-22	1060-1061	.	_	_	_	_

#Text=We 'd never get the suits off the ground . 
16-1	1062-1064	We	_	_	*->13-3	*[13]
16-2	1065-1067	'd	_	_	_	_
16-3	1068-1073	never	_	_	_	_
16-4	1074-1077	get	_	_	_	_
16-5	1078-1081	the	_	_	*->4-2	*[4]
16-6	1082-1087	suits	_	_	*->4-2	*[4]
16-7	1088-1091	off	_	_	_	_
16-8	1092-1095	the	_	_	_	_
16-9	1096-1102	ground	_	_	_	_
16-10	1103-1104	.	_	_	_	_

#Text=" Hiroshi says : " I think I can add an electrical element to the welding torch on your suit and convert it into a plasma saw . 
17-1	1105-1106	"	_	_	_	_
17-2	1107-1114	Hiroshi	*	PER	*->6-11	*[6]
17-3	1115-1119	says	_	_	_	_
17-4	1120-1121	:	_	_	_	_
17-5	1122-1123	"	_	_	_	_
17-6	1124-1125	I	_	_	*->6-12	*[6]
17-7	1126-1131	think	_	_	_	_
17-8	1132-1133	I	_	_	*->6-13	*[6]
17-9	1134-1137	can	_	_	_	_
17-10	1138-1141	add	_	_	_	_
17-11	1142-1144	an	_	_	*->16-1	*[16]
17-12	1145-1155	electrical	_	_	*->16-1	*[16]
17-13	1156-1163	element	_	_	*->16-1	*[16]
17-14	1164-1166	to	_	_	_	_
17-15	1167-1170	the	_	_	_	_
17-16	1171-1178	welding	_	_	_	_
17-17	1179-1184	torch	_	_	_	_
17-18	1185-1187	on	_	_	_	_
17-19	1188-1192	your	_	_	*->10-3	*[10]
17-20	1193-1197	suit	_	_	*->15-2	*[15]
17-21	1198-1201	and	_	_	_	_
17-22	1202-1209	convert	_	_	_	_
17-23	1210-1212	it	_	_	*->16-2	*[16]
17-24	1213-1217	into	_	_	_	_
17-25	1218-1219	a	_	_	_	_
17-26	1220-1226	plasma	_	_	_	_
17-27	1227-1230	saw	_	_	_	_
17-28	1231-1232	.	_	_	_	_

#Text=Then we 'll just have to land on the giant and cut open a hole big enough for someone to get in . 
18-1	1233-1237	Then	_	_	_	_
18-2	1238-1240	we	_	_	*->13-4	*[13]
18-3	1241-1244	'll	_	_	_	_
18-4	1245-1249	just	_	_	_	_
18-5	1250-1254	have	_	_	_	_
18-6	1255-1257	to	_	_	_	_
18-7	1258-1262	land	_	_	_	_
18-8	1263-1265	on	_	_	_	_
18-9	1266-1269	the	_	_	_	_
18-10	1270-1275	giant	_	_	_	_
18-11	1276-1279	and	_	_	_	_
18-12	1280-1283	cut	_	_	_	_
18-13	1284-1288	open	_	_	_	_
18-14	1289-1290	a	_	_	_	_
18-15	1291-1295	hole	_	_	_	_
18-16	1296-1299	big	_	_	_	_
18-17	1300-1306	enough	_	_	_	_
18-18	1307-1310	for	_	_	_	_
18-19	1311-1318	someone	_	_	_	_
18-20	1319-1321	to	_	_	_	_
18-21	1322-1325	get	_	_	_	_
18-22	1326-1328	in	_	_	_	_
18-23	1329-1330	.	_	_	_	_

#Text=" Asami says : " Like a metal mosquito . 
19-1	1331-1332	"	_	_	_	_
19-2	1333-1338	Asami	*	PER	*->7-5	*[7]
19-3	1339-1343	says	_	_	_	_
19-4	1344-1345	:	_	_	_	_
19-5	1346-1347	"	_	_	_	_
19-6	1348-1352	Like	_	_	_	_
19-7	1353-1354	a	_	_	_	_
19-8	1355-1360	metal	_	_	_	_
19-9	1361-1369	mosquito	_	_	_	_
19-10	1370-1371	.	_	_	_	_

#Text=" Varrick says : " You know what happens to mosquitoes that land on me ? 
20-1	1372-1373	"	_	_	_	_
20-2	1374-1381	Varrick	*	PER	*->2-2	*[2]
20-3	1382-1386	says	_	_	_	_
20-4	1387-1388	:	_	_	_	_
20-5	1389-1390	"	_	_	_	_
20-6	1391-1394	You	_	_	*->7-6	*[7]
20-7	1395-1399	know	_	_	_	_
20-8	1400-1404	what	_	_	_	_
20-9	1405-1412	happens	_	_	_	_
20-10	1413-1415	to	_	_	_	_
20-11	1416-1426	mosquitoes	_	_	_	_
20-12	1427-1431	that	_	_	_	_
20-13	1432-1436	land	_	_	_	_
20-14	1437-1439	on	_	_	_	_
20-15	1440-1442	me	_	_	*->2-3	*[2]
20-16	1443-1444	?	_	_	_	_

#Text=I squash 'em ! 
21-1	1445-1446	I	_	_	*->2-4	*[2]
21-2	1447-1453	squash	_	_	_	_
21-3	1454-1457	'em	_	_	*->13-5	*[13]
21-4	1458-1459	!	_	_	_	_

#Text=" Korra says : " We 'll have to attack in a swarm to try to keep you guys safe in the hummingbird suits . 
22-1	1460-1461	"	_	_	_	_
22-2	1462-1467	Korra	*	PER	*->11-3	*[11]
22-3	1468-1472	says	_	_	_	_
22-4	1473-1474	:	_	_	_	_
22-5	1475-1476	"	_	_	_	_
22-6	1477-1479	We	_	_	*->13-6	*[13]
22-7	1480-1483	'll	_	_	_	_
22-8	1484-1488	have	_	_	_	_
22-9	1489-1491	to	_	_	_	_
22-10	1492-1498	attack	_	_	_	_
22-11	1499-1501	in	_	_	_	_
22-12	1502-1503	a	_	_	*->17-1	*[17]
22-13	1504-1509	swarm	_	_	*->17-1	*[17]
22-14	1510-1512	to	_	_	_	_
22-15	1513-1516	try	_	_	_	_
22-16	1517-1519	to	_	_	_	_
22-17	1520-1524	keep	_	_	_	_
22-18	1525-1528	you	_	_	*->2-5	*[2]
22-19	1529-1533	guys	_	_	*->18-1	*[18]
22-20	1534-1538	safe	_	_	_	_
22-21	1539-1541	in	_	_	_	_
22-22	1542-1545	the	_	_	_	_
22-23	1546-1557	hummingbird	_	_	_	_
22-24	1558-1563	suits	_	_	_	_
22-25	1564-1565	.	_	_	_	_

#Text=It looks like they 're our only hope . 
23-1	1566-1568	It	_	_	*->17-2	*[17]
23-2	1569-1574	looks	_	_	_	_
23-3	1575-1579	like	_	_	_	_
23-4	1580-1584	they	_	_	*->18-2	*[18]
23-5	1585-1588	're	_	_	_	_
23-6	1589-1592	our	_	_	*->13-7	*[13]
23-7	1593-1597	only	_	_	_	_
23-8	1598-1602	hope	_	_	_	_
23-9	1603-1604	.	_	_	_	_

#Text=" 
24-1	1605-1606	"	_	_	_	_
