#FORMAT=WebAnno TSV 3.2
#T_SP=de.tudarmstadt.ukp.dkpro.core.api.ner.type.NamedEntity|identifier|value
#T_CH=de.tudarmstadt.ukp.dkpro.core.api.coref.type.CoreferenceLink|referenceRelation|referenceType


#Text=Bolin says : " Yeah ! " 
1-1	0-5	Bolin	*	PER	*->1-1	*[1]
22-7	655-659	this	_	_	*->12-2	*[12]
22-8	660-662	is	_	_	_	_
22-9	663-666	the	_	_	_	_
22-10	667-670	Air	_	_	_	_
22-11	671-678	Acolyte	_	_	_	_
22-12	679-685	dining	_	_	_	_
22-13	686-690	hall	_	_	_	_
22-14	691-696	where	_	_	_	_
22-15	697-705	everyone	_	_	_	_
22-16	706-710	eats	_	_	_	_
22-17	711-712	.	_	_	_	_

#Text=And this is Daw . 
23-1	713-716	And	_	_	_	_
23-2	717-721	this	_	_	*->12-3	*[12]
23-3	722-724	is	_	_	_	_
23-4	725-728	Daw	_	_	_	_
23-5	729-730	.	_	_	_	_

#Text=He 's a new airbender too , like you guys . 
24-1	731-733	He	_	_	*->11-2	*[11]
24-2	734-736	's	_	_	_	_
24-3	737-738	a	_	_	*->11-3	*[11]
24-4	739-742	new	_	_	*->11-3	*[11]
24-5	743-752	airbender	_	_	*->11-3	*[11]
24-6	753-756	too	_	_	_	_
24-7	757-758	,	_	_	_	_
24-8	759-763	like	_	_	_	_
24-9	764-767	you	_	_	_	_
24-10	768-772	guys	_	_	_	_
24-11	773-774	.	_	_	_	_

#Text=" Daw says : " It 's so nice to meet you . 
25-1	775-776	"	_	_	_	_
25-2	777-780	Daw	*	PER	_	_
25-3	781-785	says	_	_	_	_
25-4	786-787	:	_	_	_	_
25-5	788-789	"	_	_	_	_
25-6	790-792	It	_	_	*->12-4	*[12]
25-7	793-795	's	_	_	_	_
25-8	796-798	so	_	_	_	_
25-9	799-803	nice	_	_	_	_
25-10	804-806	to	_	_	_	_
25-11	807-811	meet	_	_	_	_
25-12	812-815	you	_	_	_	_
25-13	816-817	.	_	_	_	_

#Text=How exciting . 
26-1	818-821	How	_	_	_	_
26-2	822-830	exciting	_	_	_	_
26-3	831-832	.	_	_	_	_

#Text=New friends . 
27-1	833-836	New	_	_	_	_
27-2	837-844	friends	_	_	_	_
27-3	845-846	.	_	_	_	_

#Text=" Zaheer says : " Excuse me , hello ? 
28-1	847-848	"	_	_	_	_
28-2	849-855	Zaheer	*	PER	*->14-1	*[14]
28-3	856-860	says	_	_	_	_
28-4	861-862	:	_	_	_	_
28-5	863-864	"	_	_	_	_
28-6	865-871	Excuse	_	_	_	_
28-7	872-874	me	_	_	*->14-2	*[14]
28-8	875-876	,	_	_	_	_
28-9	877-882	hello	_	_	_	_
28-10	883-884	?	_	_	_	_

#Text=My name is Yorru . 
29-1	885-887	My	_	_	*->9-2	*[9]
29-2	888-892	name	_	_	*->9-2	*[9]
29-3	893-895	is	_	_	_	_
29-4	896-901	Yorru	*	PER	_	_
29-5	902-903	.	_	_	_	_

#Text=I heard this is the place to come for if you 're a new airbender . 
30-1	904-905	I	_	_	*->14-4	*[14]
30-2	906-911	heard	_	_	_	_
30-3	912-916	this	_	_	*->15-2	*[15]
30-4	917-919	is	_	_	_	_
30-5	920-923	the	_	_	*->15-1	*[15]
30-6	924-929	place	_	_	*->15-1	*[15]
30-7	930-932	to	_	_	*->15-1	*[15]
30-8	933-937	come	_	_	*->15-1	*[15]
30-9	938-941	for	_	_	*->15-1	*[15]
30-10	942-944	if	_	_	*->15-1	*[15]
30-11	945-948	you	_	_	*->15-1	*[15]
30-12	949-952	're	_	_	*->15-1	*[15]
30-13	953-954	a	_	_	*->11-4	*[11]
30-14	955-958	new	_	_	*->11-4	*[11]
30-15	959-968	airbender	_	_	*->11-4	*[11]
30-16	969-970	.	_	_	_	_

#Text=" Meelo says : " You got that right , stranger . 
31-1	971-972	"	_	_	_	_
31-2	973-978	Meelo	*	PER	_	_
31-3	979-983	says	_	_	_	_
31-4	984-985	:	_	_	_	_
31-5	986-987	"	_	_	_	_
31-6	988-991	You	_	_	*->14-5	*[14]
31-7	992-995	got	_	_	_	_
31-8	996-1000	that	_	_	_	_
31-9	1001-1006	right	_	_	_	_
31-10	1007-1008	,	_	_	_	_
31-11	1009-1017	stranger	_	_	_	_
31-12	1018-1019	.	_	_	_	_

#Text=" Zaheer says : " Well , a couple of weeks ago , I woke up and suddenly I can do this . 
32-1	1020-1021	"	_	_	_	_
32-2	1022-1028	Zaheer	*	PER	*->14-6	*[14]
32-3	1029-1033	says	_	_	_	_
32-4	1034-1035	:	_	_	_	_
32-5	1036-1037	"	_	_	_	_
32-6	1038-1042	Well	_	_	_	_
32-7	1043-1044	,	_	_	_	_
32-8	1045-1046	a	_	_	_	_
32-9	1047-1053	couple	_	_	_	_
32-10	1054-1056	of	_	_	_	_
32-11	1057-1062	weeks	_	_	_	_
32-12	1063-1066	ago	_	_	_	_
32-13	1067-1068	,	_	_	_	_
32-14	1069-1070	I	_	_	*->14-7	*[14]
32-15	1071-1075	woke	_	_	_	_
32-16	1076-1078	up	_	_	_	_
32-17	1079-1082	and	_	_	_	_
32-18	1083-1091	suddenly	_	_	_	_
32-19	1092-1093	I	_	_	*->14-8	*[14]
32-20	1094-1097	can	_	_	_	_
32-21	1098-1100	do	_	_	_	_
32-22	1101-1105	this	_	_	*->15-3	*[15]
32-23	1106-1107	.	_	_	_	_

#Text=" Ikki says : " Mom ! 
33-1	1108-1109	"	_	_	*->13-1	*[13]
33-2	1110-1114	Ikki	*	PER	*->13-1	*[13]
33-3	1115-1119	says	_	_	_	_
33-4	1120-1121	:	_	_	_	_
33-5	1122-1123	"	_	_	_	_
33-6	1124-1127	Mom	_	_	_	_
33-7	1128-1129	!	_	_	_	_

#Text=Aunt Kya ! 
34-1	1130-1134	Aunt	_	_	_	_
34-2	1135-1138	Kya	*	PER	_	_
34-3	1139-1140	!	_	_	_	_

#Text=We got another one ! 
35-1	1141-1143	We	_	_	_	_
35-2	1144-1147	got	_	_	_	_
35-3	1148-1155	another	_	_	_	_
35-4	1156-1159	one	_	_	_	_
35-5	1160-1161	!	_	_	_	_

#Text=" 
36-1	1162-1163	"	_	_	_	_
